"LC_X","LC_Y","LC_Z","LClusHigh_X","LClusHigh_Y","LClusHigh_Z","LClusLow_X","LClusLow_Y","LClusLow_Z","LClusMedial_X","LClusMedial_Y","LClusMedial_Z","LClusMid_X","LClusMid_Y","LClusMid_Z","LL_X","LL_Y","LL_Z","LT_X","LT_Y","LT_Z","RC_X","RC_Y","RC_Z","RClusHigh_X","RClusHigh_Y","RClusHigh_Z","RClusLow_X","RClusLow_Y","RClusLow_Z","RClusMedial_X","RClusMedial_Y","RClusMedial_Z","RClusMid_X","RClusMid_Y","RClusMid_Z","RIMU_X","RIMU_Y","RIMU_Z","RL_X","RL_Y","RL_Z","RT_X","RT_Y","RT_Z","LAJC_X","LAJC_Y","LAJC_Z","LKJC_X","LKJC_Y","LKJC_Z","LKneeLatP_X","LKneeLatP_Y","LKneeLatP_Z","LKneeMedP_X","LKneeMedP_Y","LKneeMedP_Z","LLMp_X","LLMp_Y","LLMp_Z","LMMp_X","LMMp_Y","LMMp_Z","OLeftTibia_X","OLeftTibia_Y","OLeftTibia_Z","ORightTibia_X","ORightTibia_Y","ORightTibia_Z","Oglobal_X","Oglobal_Y","Oglobal_Z","RAJC_X","RAJC_Y","RAJC_Z","RKJC_X","RKJC_Y","RKJC_Z","RKneeLatP_X","RKneeLatP_Y","RKneeLatP_Z","RKneeMedP_X","RKneeMedP_Y","RKneeMedP_Z","RLMp_X","RLMp_Y","RLMp_Z","RMMp_X","RMMp_Y","RMMp_Z","XLeftTibia_X","XLeftTibia_Y","XLeftTibia_Z","XRightTibia_X","XRightTibia_Y","XRightTibia_Z","Xglobal_X","Xglobal_Y","Xglobal_Z","YLeftTibia_X","YLeftTibia_Y","YLeftTibia_Z","YRightTibia_X","YRightTibia_Y","YRightTibia_Z","Yglobal_X","Yglobal_Y","Yglobal_Z","ZLeftTibia_X","ZLeftTibia_Y","ZLeftTibia_Z","ZRightTibia_X","ZRightTibia_Y","ZRightTibia_Z","Zglobal_X","Zglobal_Y","Zglobal_Z","RTibiaToGlobal_X","RTibiaToGlobal_Y","RTibiaToGlobal_Z","LTibiaToGlobal_X","LTibiaToGlobal_Y","LTibiaToGlobal_Z","Force Plate 1_COP:X_mm","Force Plate 1_COP:Y_mm","Force Plate 1_COP:Z_mm","Force Plate 1_Ref:X_mm","Force Plate 1_Ref:Y_mm","Force Plate 1_Ref:Z_mm","Force Plate 1_Force:X_N","Force Plate 1_Force:Y_N","Force Plate 1_Force:Z_N","Force Plate 1_Moment:X_Nmm","Force Plate 1_Moment:Y_Nmm","Force Plate 1_Moment:Z_Nmm","Force Plate 2_COP:X_mm","Force Plate 2_COP:Y_mm","Force Plate 2_COP:Z_mm","Force Plate 2_Ref:X_mm","Force Plate 2_Ref:Y_mm","Force Plate 2_Ref:Z_mm","Force Plate 2_Force:X_N","Force Plate 2_Force:Y_N","Force Plate 2_Force:Z_N","Force Plate 2_Moment:X_Nmm","Force Plate 2_Moment:Y_Nmm","Force Plate 2_Moment:Z_Nmm"
411.391571,965.7229,56.984035,362.856354,999.940186,368.769562,374.624176,1021.99054,281.919067,412.043121,1025.856934,319.990967,361.478546,1002.284424,314.214508,346.251038,1141.645264,67.736275,396.937469,1235.532959,107.728485,575.860718,387.386169,153.779602,651.280151,632.099548,366.497223,638.242676,590.904053,293.344208,588.86438,616.623108,325.857208,633.114746,614.404541,320.460815,627.54834,495.051605,231.688004,661.376892,509.023071,36.936523,604.929565,606.998108,51.838753,423.358887,1030.369385,104.27475,426.346069,969.556824,484.621307,370.218414,964.898621,485.9841,482.473724,974.214966,483.258545,383.186676,1018.600281,94.512131,463.531067,1042.13855,114.037361,423.358887,1030.369385,104.27475,577.498413,477.139984,151.505524,0,0,0,577.498413,477.139984,151.505524,599.039856,692.116272,480.25708,655.208191,685.531311,491.086884,542.871399,698.701172,469.427307,615.678955,455.166168,151.408356,539.317871,499.1138,151.602722,518.353699,1061.267212,108.483284,667.773071,438.649048,170.746445,200,0,0,392.179382,1124.16687,119.513535,620.175659,551.523315,100.061607,0,200,0,424.134644,1014.577026,203.04686,582.974243,531.786804,235.073959,0,0,200,31.613766,11.092437,23.09144,8.770806,-2.41205,18.017765,393.95119,919.689957,0,238.5,812.5,0,65.274376,-75.870102,773.179382,82877.064362,-120191.654816,-20826.175259,NA,NA,NA,727.5,812.5,0,-0.048697,-0.606591,-1.814764,407.533122,-265.107308,-289.705573
411.541199,957.019531,58.992382,363.301422,1000.254333,367.544373,375.313721,1020.914673,280.386078,412.868713,1024.614746,318.36319,361.909851,1001.882385,312.958252,346.325653,1133.515991,61.337921,397.394623,1230.008545,94.801773,576.288635,382.757141,160.912903,652.25946,633.049927,365.629059,639.158386,589.911804,293.622498,589.847107,616.828857,325.22644,634.116394,614.166504,320.028137,628.080872,492.420959,234.735779,661.146667,498.041077,37.831665,604.768311,595.183044,51.719536,423.87088,1026.024902,102.585121,426.399841,970.288208,483.731049,370.224365,966.670837,485.218719,482.575317,973.905579,482.243378,383.494171,1014.862366,93.026863,464.247589,1037.187378,112.143372,423.87088,1026.024902,102.585121,578.068604,472.606232,154.82869,0,0,0,578.068604,472.606232,154.82869,600.098755,696.563599,477.520081,656.191589,689.926025,488.697021,544.005859,703.201233,466.343109,616.104675,450.394562,155.459122,540.032532,494.817902,154.198257,519.372803,1055.233643,106.269897,668.035461,434.092651,175.40683,200,0,0,394.42804,1120.532227,116.585655,621.368958,545.249023,101.451241,0,200,0,424.527649,1011.550659,201.564819,583.66864,529.536072,236.856628,0,0,200,33.05024,11.874376,23.174908,8.051284,-2.111782,17.00634,392.744901,913.137151,0,238.5,812.5,0,62.586857,-67.184006,737.868347,74256.967926,-113812.43045,-18522.785635,NA,NA,NA,727.5,812.5,0,-0.057402,0.01582,0.041278,-65.824929,-13.161799,-156.032244
411.658569,947.990723,60.893059,363.539001,1000.649353,366.753601,375.814484,1019.631653,279.275024,413.565094,1023.026611,317.096008,362.066406,1001.46283,312.161041,345.778259,1124.80603,55.823853,397.102539,1223.403198,83.324661,576.498474,379.718811,168.725754,653.30957,635.203186,364.71756,640.138916,590.141724,293.914276,590.92926,618.337402,324.499786,635.204651,615.16687,319.582428,628.637817,491.107758,237.975418,660.76416,487.373077,39.079079,604.620056,583.570007,51.525673,424.005585,1020.766907,101.348564,426.191864,971.008911,483.254272,369.957947,968.774963,484.911285,482.425812,973.24292,481.59726,383.352264,1010.437805,92.050774,464.658905,1031.095947,110.646355,424.005585,1020.766907,101.348564,578.628967,469.431061,158.23941,0,0,0,578.628967,469.431061,158.23941,601.237061,702.308167,474.530029,657.222839,695.53241,486.138672,545.25116,709.083923,462.921356,616.471497,446.935669,159.6689,540.786438,491.926453,156.809921,520.179626,1047.704468,104.378685,668.178894,430.784332,180.301117,200,0,0,396.89328,1116.13623,113.908432,622.751892,540.162964,103.00956,0,200,0,424.573334,1007.845276,200.525574,584.375916,528.628296,238.640274,0,0,200,34.484222,12.745159,23.344681,7.217988,-1.73649,15.648028,391.547685,906.340018,0,238.5,812.5,0,59.740864,-59.463589,701.765259,65853.664734,-107403.548279,-16431.372879,NA,NA,NA,727.5,812.5,0,-0.04222,0.248268,0.739744,-225.602075,87.704786,-54.24071
411.730713,938.311401,62.458855,363.383087,1000.607239,366.099579,375.97876,1017.518799,278.275879,413.871948,1020.813721,315.94751,361.849335,1000.37793,311.521362,344.796326,1115.279053,51.496212,396.33493,1215.367554,74.072739,576.526489,378.433075,177.286774,654.471985,638.598328,363.77359,641.212952,591.613708,294.23233,592.151184,621.177368,323.667206,636.414856,617.434387,319.127869,629.228088,491.129486,241.39679,660.197449,476.993439,40.837925,604.571899,572.313232,51.105446,423.953857,1013.926514,100.361938,425.505371,971.896851,483.0896,369.222229,970.998474,484.843842,481.788544,972.795349,481.335358,383.048279,1004.354065,91.315742,464.859467,1023.499084,109.408134,423.953857,1013.926514,100.361938,579.181824,467.627258,161.782379,0,0,0,579.181824,467.627258,161.782379,602.513977,709.410645,471.256927,658.356689,702.407654,483.393188,546.671204,716.413635,459.120667,616.773926,444.800415,164.094376,541.589722,490.454132,159.470398,520.757019,1038.687988,102.755325,668.190796,428.735291,185.497589,200,0,0,399.073822,1110.131958,111.01207,624.344788,536.250061,104.780952,0,200,0,424.356781,1003.011902,199.752396,585.112854,529.08844,240.450607,0,0,200,35.926598,13.719928,23.605904,6.116606,-1.371493,14.348944,390.3561,897.979598,0,238.5,812.5,0,56.806206,-52.21661,667.899292,57091.762756,-101424.58136,-14433.022917,NA,NA,NA,727.5,812.5,0,-0.023116,0.256228,0.766227,-214.085166,97.644729,2.178953
411.716064,927.933289,63.618065,362.679749,999.682068,365.445465,375.6586,1014.232239,277.2854,413.569672,1017.809631,314.858093,361.156555,998.185059,310.908661,343.634003,1104.958008,48.408031,395.39859,1206.005371,67.235329,576.461853,378.970276,186.678894,655.742188,643.212524,362.815216,642.376648,594.272949,294.616058,593.494324,625.276794,322.759186,637.740784,620.911621,318.68161,629.842224,492.39917,244.987213,659.447571,466.894135,43.344841,604.701172,561.579346,50.242702,423.775726,1005.491699,99.597351,424.201202,972.784485,483.149628,367.887024,972.878601,484.861206,480.515411,972.690308,481.43811,382.706421,996.391113,90.741982,464.845001,1014.592346,108.452713,423.775726,1005.491699,99.597351,579.742065,467.073212,165.565826,0,0,0,579.742065,467.073212,165.565826,603.924194,717.851929,467.688141,659.592651,710.5672,480.44101,548.255676,725.136658,454.935242,617.036133,443.890228,168.846176,542.448059,490.256226,162.285461,521.022522,1028.671997,101.497757,668.106628,427.883728,191.102921,200,0,0,400.519379,1102.351807,107.878281,626.118042,533.38324,106.848335,0,200,0,423.8862,996.997986,199.20195,585.88916,530.820984,242.365128,0,0,200,37.404682,14.79889,23.921549,4.752914,-1.08893,13.407212,389.184527,886.292976,0,238.5,812.5,0,53.791962,-44.737965,640.053589,47231.459045,-96446.17218,-12361.534391,NA,NA,NA,727.5,812.5,0,-0.009014,0.176578,0.521982,-142.13785,68.749437,22.401218
411.577423,916.986572,64.419098,361.417114,997.621033,364.790527,374.815704,1009.706787,276.343475,412.619568,1013.919067,313.869354,359.977356,994.722473,310.33136,342.486603,1094.022461,46.357605,394.487976,1195.660278,62.475414,576.372009,381.335236,196.974792,657.036011,648.990784,361.873138,643.556091,598.038452,295.131134,594.853516,630.484619,321.872864,639.093079,625.507629,318.288483,630.468445,494.800354,248.793594,658.541016,457.192017,46.911777,605.059265,551.48877,48.709694,423.423737,995.805237,99.096474,422.314606,973.264771,483.352173,365.985382,973.937317,484.890717,478.643829,972.592224,481.81366,382.287048,986.860657,90.361694,464.560425,1004.749817,107.831253,423.423737,995.805237,99.096474,580.302429,467.577576,169.74588,0,0,0,580.302429,467.577576,169.74588,605.371094,727.517883,463.881042,660.856628,719.982239,477.289368,549.885437,735.053467,450.472687,617.287781,444.07132,174.051102,543.317078,491.083832,165.440674,520.906433,1018.110413,100.676315,668,428.177063,197.198975,200,0,0,401.072021,1093.084229,104.742271,627.914124,531.422058,109.31646,0,200,0,423.135712,989.951721,198.883759,586.674866,533.654236,244.514847,0,0,200,38.955444,15.938457,24.19628,3.238494,-0.905202,12.887569,388.071796,869.857415,0,238.5,812.5,0,50.782368,-36.426727,621.930664,35672.335449,-93023.286621,-10086.211935,NA,NA,NA,727.5,812.5,0,-0.00157,0.091131,0.246227,-72.518826,33.232027,21.680555
411.306976,905.644958,64.962769,359.71814,994.337891,364.15625,373.534668,1004.034851,275.491486,411.153564,1009.089355,313.003632,358.411469,990.022217,309.810791,341.437622,1082.682861,45.016251,393.657196,1184.686646,59.217594,576.242798,385.50882,208.153946,658.205383,655.871948,360.993896,644.608398,602.8526,295.843506,596.049194,636.621582,321.171417,640.304016,631.140869,318.017639,631.106384,498.268494,252.932816,657.499512,448.172089,51.831669,605.691895,542.062805,46.367096,422.841919,985.279175,98.846428,420.019409,972.885132,483.587555,363.684753,973.809448,484.87854,476.354065,971.960754,482.29657,381.70639,976.260498,90.182587,463.977417,994.297852,107.510269,422.841919,985.279175,98.846428,580.806274,468.990692,174.459702,0,0,0,580.806274,468.990692,174.459702,606.699707,738.194519,460.006683,662.034668,730.557617,474.002747,551.364685,745.83136,446.010651,617.534607,445.275726,179.768707,544.077942,492.705658,169.150681,520.407043,1007.255249,100.234131,667.953552,429.652252,203.744064,200,0,0,400.842804,1082.769287,101.832397,629.424744,530.342346,112.2603,0,200,0,422.108948,982.060547,198.759766,587.388367,537.422119,247.045563,0,0,200,40.606232,17.031784,24.293512,1.711784,-0.795099,12.693169,387.082909,848.803539,0,238.5,812.5,0,47.983009,-27.12561,615.882874,22358.727753,-91509.669037,-7591.9445,NA,NA,NA,727.5,812.5,0,0.001147,0.033835,0.040117,-28.311055,5.549899,12.848315
410.923004,894.050781,65.345695,357.763214,989.845886,363.523926,371.970886,997.36084,274.709991,409.37973,1003.321777,312.227051,356.624481,984.196777,309.316925,340.499054,1071.096802,44.086578,392.895721,1173.337646,56.94339,575.966125,391.455139,220.020386,659.081238,663.796509,360.240356,645.372253,608.703491,296.802856,596.876221,643.531982,320.853851,641.185425,637.760071,317.954498,631.721008,502.79364,257.484894,656.325134,440.246796,58.252392,606.654663,533.24054,43.268467,422.052643,974.266541,98.75946,417.52594,971.316101,483.735229,361.189575,972.282166,484.757477,473.862274,970.350037,482.713013,380.955994,965.044556,90.138924,463.149231,983.488464,107.380005,422.052643,974.266541,98.75946,581.19342,471.272858,179.757126,0,0,0,581.19342,471.272858,179.757126,607.73175,749.597534,456.341888,662.99585,742.127075,470.719666,552.467651,757.067932,441.964111,617.788391,447.54657,185.936737,544.598389,494.999146,173.57753,519.610352,996.254456,100.032944,668.067993,432.448181,210.540131,200,0,0,400.065338,1071.814209,99.254288,630.30011,530.287048,115.684921,0,200,0,420.877075,973.500305,198.733734,587.939453,542.022827,250.064789,0,0,200,42.35416,17.929426,24.075197,0.283174,-0.729654,12.700944,386.286687,825.411244,0,238.5,812.5,0,45.68626,-17.288416,621.693054,8026.830963,-91877.956573,-5012.927155,NA,NA,NA,727.5,812.5,0,0.002235,0.008571,-0.074264,-8.136125,-10.250188,4.060935
410.467468,882.305847,65.637543,355.748077,984.23645,362.861633,370.308838,989.842834,273.952606,407.525757,996.677612,311.484711,354.806152,977.394714,308.801147,339.682526,1059.350464,43.385464,392.206512,1161.766724,55.309544,575.358582,399.061218,232.198685,659.512939,672.691956,359.68634,645.717407,615.600586,298.046509,597.163879,651.10144,321.106934,641.591736,645.334961,318.197784,632.222046,508.385651,262.441925,655.033875,433.921478,66.128944,607.99646,525.031311,39.72316,421.151215,963.013428,98.728828,415.040436,968.422485,483.714935,358.70282,969.315613,484.480865,471.378021,967.529358,482.949005,380.108826,953.536316,90.138016,462.193573,972.49054,107.319649,421.151215,963.013428,98.728828,581.441833,474.467834,185.591171,0,0,0,581.441833,474.467834,185.591171,608.2948,761.435242,453.201569,663.603027,754.480347,467.631744,552.986511,768.390076,438.771393,618.085693,450.985748,192.398392,544.797974,497.94986,178.783951,518.659241,985.18988,99.931389,668.448975,436.724243,217.305725,200,0,0,399.001709,1060.518555,97.010719,630.281982,531.482605,119.532661,0,200,0,419.564301,964.418091,198.70578,588.267822,547.414734,253.617554,0,0,200,44.163063,18.489059,23.446482,-0.985253,-0.689027,12.812816,385.713395,803.037168,0,238.5,812.5,0,44.167377,-7.785408,636.282349,-6021.033264,-93669.284851,-2572.154628,NA,NA,NA,727.5,812.5,0,0.004695,0.004582,-0.099097,1.280552,-13.34547,-0.168526
410.008026,870.480713,65.879822,353.880249,977.67041,362.171234,368.750214,981.645874,273.198151,405.826874,989.252686,310.745697,353.146423,969.796082,308.250244,339.01239,1047.485229,42.837936,391.620178,1150.067871,54.10717,574.219849,408.020813,244.175369,659.398315,682.445923,359.409576,645.5578,623.514893,299.600677,596.821228,659.244751,322.059326,641.444153,653.81311,318.855255,632.503662,515.037659,267.763153,653.710449,429.7547,75.193855,609.712158,517.782593,36.323486,420.262878,951.650269,98.686783,412.770477,964.22467,483.517853,356.431549,965.024536,484.059021,469.109375,963.424805,482.976654,379.27124,941.935974,90.121696,461.254486,961.364502,107.251877,420.262878,951.650269,98.686783,581.523987,478.635956,191.84938,0,0,0,581.523987,478.635956,191.84938,608.276978,773.464966,450.852722,663.753479,767.385193,464.937225,552.800415,779.544678,436.768219,618.420166,455.662567,198.969254,544.627747,501.609314,184.729523,517.719421,974.032043,99.836121,669.113342,442.54364,223.783035,200,0,0,397.936737,1049.068115,95.07032,629.240967,534.103455,123.716011,0,200,0,418.317169,954.91571,198.623474,588.324585,553.581299,257.687866,0,0,200,45.975651,18.621632,22.396305,-2.073311,-0.658536,12.934209,385.332892,784.131925,0,238.5,812.5,0,43.548271,0.603285,654.978394,-18580.476013,-96172.371887,-446.963839,NA,NA,NA,727.5,812.5,0,0.010639,0.00533,-0.027277,17.282979,-1.67995,2.808854
409.615326,858.617676,66.094437,352.347076,970.334045,361.490265,367.485962,972.916382,272.463837,404.484192,981.141846,310.01828,351.799133,961.582642,307.693298,338.488678,1035.523926,42.434612,391.168335,1138.297241,53.197498,572.430237,417.757965,255.34758,658.720093,692.889099,359.496155,644.851318,632.329285,301.485046,595.861755,667.899719,323.749878,640.724487,663.072266,320.023499,632.443237,522.657837,273.349121,652.522888,428.275055,84.899467,611.691589,512.393188,33.934097,419.525513,940.203979,98.624779,410.887451,958.833923,483.197723,354.548126,959.611084,483.550232,467.226776,958.056824,482.845184,378.565491,930.333313,90.085175,460.485504,950.074646,107.164383,419.525513,940.203979,98.624779,581.31665,483.814301,198.401321,0,0,0,581.31665,483.814301,198.401321,607.707458,785.535828,449.445251,663.453064,780.598694,462.800842,551.961853,790.4729,436.089661,618.633484,461.552002,205.512497,543.999817,506.076569,191.290146,516.964111,962.655151,99.726593,669.865051,449.787689,229.843369,200,0,0,397.159546,1037.540894,93.407127,627.155579,538.173767,128.162613,0,200,0,417.282288,945.041992,198.494431,588.025208,560.511719,262.216522,0,0,200,47.73,18.327087,21.030628,-2.991395,-0.63131,12.975272,385.075138,769.281934,0,238.5,812.5,0,43.746094,7.601562,673.481873,-29106.583954,-98715.698395,1320.627181,NA,NA,NA,727.5,812.5,0,0.020216,-0.007831,0.163776,55.843351,28.62368,14.606967
409.329895,846.732971,66.29921,351.25116,962.375183,360.860138,366.620667,963.747009,271.788422,403.580505,972.428162,309.334076,350.834473,952.882202,307.170502,338.088165,1023.489502,42.173336,390.860474,1126.47937,52.480095,570.044312,427.542114,265.141235,657.571777,703.802979,360.047241,643.631165,641.839783,303.742767,594.420166,677.035522,326.107025,639.480408,672.916443,321.750824,631.903381,531.054932,278.992767,651.663635,429.91745,94.492973,613.708191,510.219055,33.526379,419.029327,928.640076,98.56749,409.482513,952.418579,482.828156,353.144287,953.281677,483.025909,465.82077,951.555481,482.630371,378.076141,918.715637,90.055542,459.982513,938.564575,107.079445,419.029327,928.640076,98.56749,580.621277,489.995117,205.145782,0,0,0,580.621277,489.995117,205.145782,606.767395,797.631287,448.957672,662.827332,793.906311,461.333862,550.707336,801.356262,436.581512,618.430664,468.510376,212.016571,542.81189,511.479828,198.274994,516.49707,950.962646,99.619347,670.303406,458.131195,235.599243,200,0,0,396.820099,1025.928345,91.994713,624.183289,543.520996,132.865692,0,200,0,416.55011,934.815125,198.356049,587.267578,568.196045,267.12262,0,0,200,49.373718,17.733541,19.574186,-3.768967,-0.60268,12.899741,384.873844,757.640073,0,238.5,812.5,0,44.532524,13.483085,689.106567,-37804.335999,-100867.177429,2815.366393,NA,NA,NA,727.5,812.5,0,0.029812,-0.052951,0.48758,124.439482,79.247791,34.723201
409.152496,834.82428,66.516647,350.573578,953.867188,360.308929,366.113251,954.167542,271.216675,403.039307,963.193176,308.728638,350.220673,943.738464,306.716248,337.799591,1011.411743,42.013702,390.678406,1114.620117,51.881657,567.325256,436.808624,273.192963,656.135437,714.958496,361.158295,642.046814,651.820251,306.440338,592.742859,686.655334,328.951202,637.860413,683.136658,324.005035,630.826843,540.044983,284.467102,651.245422,434.974945,103.265816,615.456177,512.542358,35.729965,418.739594,916.920654,98.538651,408.564758,945.182251,482.464844,352.228455,946.189087,482.549591,464.901093,944.175415,482.380096,377.77655,907.001282,90.06794,459.702606,926.840088,107.009361,418.739594,916.920654,98.538651,579.339111,497.128357,211.976974,0,0,0,579.339111,497.128357,211.976974,605.67572,809.841187,449.207062,662.021484,807.15448,460.601593,549.329956,812.527954,437.8125,617.584534,476.318787,218.557449,541.09375,517.937927,205.396484,516.261841,939.00824,99.50946,670.048828,467.138855,241.363968,200,0,0,396.788635,1014.178101,90.79673,620.777161,549.84845,137.853653,0,200,0,416.09729,924.259949,198.240356,586.033875,576.619751,272.280701,0,0,200,50.860527,17.092928,18.304174,-4.440435,-0.556243,12.761501,384.704379,747.72938,0,238.5,812.5,0,45.63232,18.869894,700.982971,-45403.101593,-102486.780121,4189.153884,NA,NA,NA,727.5,812.5,0,0.029855,-0.140749,0.891543,209.938868,140.717976,57.29153
409.057129,822.885437,66.768387,350.18692,944.829956,359.865417,365.809326,944.180603,270.793762,402.686005,953.523987,308.239288,349.84259,934.141785,306.372772,337.619537,999.313782,41.886467,390.580505,1102.720703,51.353115,564.668945,445.43866,279.430695,654.612305,726.179077,362.869385,640.320129,662.105408,309.572357,591.096313,696.775146,332.049072,636.102417,693.595947,326.663055,629.323242,549.562134,289.625793,651.225525,443.490723,110.742195,616.6203,519.877808,40.32835,418.531616,905.052979,98.563278,408.049866,937.313232,482.152466,351.714752,938.418701,482.177246,464.38504,936.207764,482.127686,377.558807,895.117676,90.160339,459.504425,914.988281,106.966225,418.531616,905.052979,98.563278,577.571289,505.181671,218.653976,0,0,0,577.571289,505.181671,218.653976,604.58075,822.214478,449.989014,661.123718,820.210205,460.653595,548.037659,824.21875,439.324463,616.095398,484.816925,225.074097,539.04718,525.546387,212.233871,516.092346,926.979492,99.39035,668.97052,476.484894,247.318085,200,0,0,396.757202,1002.260254,89.79287,617.537048,556.966064,143.033234,0,200,0,415.809601,913.430664,198.17746,584.437073,585.771179,277.459198,0,0,200,52.129597,16.658411,17.432957,-5.031672,-0.473884,12.666598,384.603323,737.970928,0,238.5,812.5,0,46.803242,24.51022,709.66333,-52890.549438,-103684.170776,5609.130131,NA,NA,NA,727.5,812.5,0,0.003742,-0.259838,1.174807,261.711417,179.791086,66.47221
409.005157,810.921326,67.063774,349.920807,935.291931,359.573395,365.53894,933.818542,270.556213,402.360718,943.508972,307.904816,349.550171,924.100403,306.193329,337.519745,987.205688,41.734642,390.515381,1090.788574,50.864342,562.438721,453.744934,283.962738,653.150879,737.392761,365.12558,638.63385,672.637207,312.974335,589.634705,707.386841,335.19519,634.423279,704.265686,329.532684,627.623413,559.644409,294.361572,651.427002,455.140717,116.663414,616.988525,531.701538,46.251598,418.28183,893.102234,98.677399,407.777893,928.930664,481.941681,351.4422,930.021362,481.95871,464.113617,927.839905,481.924683,377.311768,883.078369,90.369446,459.251923,903.126038,106.985359,418.28183,893.102234,98.677399,575.531433,514.191711,224.756195,0,0,0,575.531433,514.191711,224.756195,603.549927,834.640503,451.236755,660.185669,832.919922,461.533447,546.914124,836.361084,440.940063,614.152527,494.008575,231.205856,536.9104,534.374878,218.306534,515.837158,915.060913,99.295662,667.216492,486.120544,253.201721,200,0,0,396.48175,990.216431,89.002647,614.851379,564.965088,148.086426,0,200,0,415.554047,902.406494,198.207214,582.653687,595.649597,282.327393,0,0,200,53.102505,16.526512,17.020466,-5.551984,-0.354242,12.685275,384.665837,726.937148,0,238.5,812.5,0,47.875481,31.136946,716.568054,-61311.606537,-104737.769073,7231.752412,NA,NA,NA,727.5,812.5,0,-0.069076,-0.353877,0.912022,177.040256,128.363666,33.042519
408.95816,798.951538,67.401482,349.652405,925.333862,359.475464,365.199738,923.163574,270.518311,401.994019,933.226746,307.74939,349.223145,913.684692,306.214081,337.444916,975.100342,41.540974,390.446289,1078.838745,50.393898,560.82373,462.208862,286.908417,651.820984,748.628052,367.787476,637.084839,683.454834,316.365997,588.368042,718.442078,338.252136,632.929016,715.189697,332.431427,625.948242,570.32251,298.499359,651.640747,469.265137,120.895767,616.567749,546.845276,52.184292,417.906403,881.14624,98.911064,407.605225,920.093323,481.874359,351.267517,921.07019,481.926025,463.942932,919.116455,481.822693,376.950806,870.971863,90.717278,458.861969,891.320679,107.104851,417.906403,881.14624,98.911064,573.459106,524.233887,229.800964,0,0,0,573.459106,524.233887,229.800964,602.591553,846.888855,453.031281,659.240845,845.141602,463.259888,545.942261,848.63623,442.802673,612.043335,504.026825,236.395172,534.874878,544.440979,223.206772,515.417297,903.306519,99.273895,665.124268,496.237579,258.390961,200,0,0,395.902527,978.133301,88.457855,612.781494,574.148132,152.557327,0,200,0,415.231262,891.260437,198.362701,580.864563,606.252625,286.545959,0,0,200,53.704754,16.612537,16.980444,-6.000222,-0.207889,12.803536,385.013803,713.553972,0,238.5,812.5,0,48.755592,39.369438,723.443787,-71581.88913,-105994.500641,9187.260902,NA,NA,NA,727.5,812.5,0,-0.201808,-0.298804,-0.547461,-194.4763,-114.893505,-82.894523
408.896515,787.00116,67.783958,349.34256,915.077576,359.584229,364.785797,912.318237,270.666504,401.607513,922.736572,307.769379,348.811859,903.012939,306.434753,337.349396,963.017395,41.322224,390.3638,1066.889038,49.924988,559.788818,471.214935,288.324951,650.632996,759.945129,370.681,635.717285,694.630371,319.46817,587.243408,729.873718,341.13739,631.635986,726.416992,335.263702,624.439087,581.557373,301.811737,651.72345,485.109253,123.418007,615.592896,564.150208,57.206707,417.402161,869.221191,99.2789,407.445923,910.845093,481.96991,351.105957,911.682495,482.079987,463.785889,910.00769,481.859802,376.462433,858.887512,91.20459,458.341888,879.554932,107.353218,417.402161,869.221191,99.2789,571.595398,535.349976,233.389069,0,0,0,571.595398,535.349976,233.389069,601.660461,858.725525,455.480164,658.281616,856.782837,465.807312,545.039246,860.668213,445.153046,610.083618,515.00824,240.120422,533.107178,555.691711,226.657715,514.858337,891.62561,99.372307,663.091919,507.082367,262.231323,200,0,0,395.145721,966.077759,88.167038,611.250732,584.812683,156.024689,0,200,0,414.81662,880.030518,198.659836,579.237915,617.551819,289.844482,0,0,200,53.885487,16.763485,17.166161,-6.379776,-0.053519,12.946887,385.735473,697.390036,0,238.5,812.5,0,49.403831,49.598106,731.807129,-84238.292236,-107747.968506,11560.851425,NA,NA,NA,727.5,812.5,0,-0.377832,0.099147,-3.895881,-1002.001035,-653.098021,-316.304002
